SNO,text,category,priority
5939,There is a problem with Email on the laptop. Error: 0x80070005. Occurs intermittently.,Other,high
5940,Outlook fails to load on my mobile showing NET-503.,Account,critical
5941,WiFi keeps crashing on my tablet. Code 0xC004F012. Please resolve soon.,Network,high
5942,There is a problem with Email on the laptop. Error: 0xC004F012. Needs immediate attention.,Account,high
5943,There is a problem with Outlook on the tablet. Error: AUTH-007. Kindly assist.,Account,medium
5944,There is a problem with Outlook on the desktop. Error: TIMEOUT-22. Please resolve soon.,Other,critical
5945,Zoom keeps crashing on my printer. Code ERR42. Kindly assist.,Network,low
5946,"I am unable to access Active Directory on my mobile, it shows error AUTH-007.",Account,medium
5947,WiFi keeps crashing on my laptop. Code 0x80070005.,Hardware,high
5948,Outlook keeps crashing on my router. Code FAIL-101. Please resolve soon.,Other,high
5949,There is a problem with CRM Portal on the laptop. Error: AUTH-007. Needs immediate attention.,Account,medium
5950,Teams fails to load on my server showing 0x80070005. Occurs intermittently.,Hardware,high
5951,My laptop stopped working when I tried to use Active Directory. Error displayed: 0xC004F012. Issue reported by user.,Software,high
5952,CRM Portal fails to load on my router showing FAIL-101.,Software,high
5953,My router stopped working when I tried to use Teams. Error displayed: AUTH-007. Please resolve soon.,Hardware,medium
5954,I can't log into Teams from my router. It returns 0xC004F012. Needs immediate attention.,Account,high
5955,Active Directory keeps crashing on my desktop. Code 0xC004F012. Please resolve soon.,Software,high
5956,"I am unable to access Active Directory on my desktop, it shows error AUTH-007.",Account,medium
5957,There is a problem with VPN on the desktop. Error: AUTH-007. Please resolve soon.,Software,medium
5958,Database keeps crashing on my printer. Code ERR-9999. Please resolve soon.,Other,medium
5959,There is a problem with Outlook on the printer. Error: ERR42. Occurs intermittently.,Software,low
5960,"I am unable to access WiFi on my mobile, it shows error TIMEOUT-22. Occurs intermittently.",Other,critical
5961,Outlook fails to load on my laptop showing ERR42.,Hardware,high
5962,My server stopped working when I tried to use Database. Error displayed: NET-503. Needs immediate attention.,Network,critical
5963,There is a problem with VPN on the laptop. Error: AUTH-007. Kindly assist.,Account,medium
5964,"I am unable to access Salesforce on my server, it shows error ERR-9999. Please resolve soon.",Network,low
5965,Zoom keeps crashing on my server. Code ERR42. Occurs intermittently.,Account,medium
5966,WiFi keeps crashing on my laptop. Code 0x80070005. Needs immediate attention.,Network,high
5967,Email fails to load on my laptop showing ERR42. Kindly assist.,Network,medium
5968,Salesforce fails to load on my desktop showing AUTH-007. Needs immediate attention.,Other,medium
5969,Active Directory fails to load on my server showing 0x80070005. Please resolve soon.,Account,high
5970,There is a problem with CRM Portal on the desktop. Error: ERR42. Please resolve soon.,Other,critical
5971,WiFi keeps crashing on my server. Code NET-503. Needs immediate attention.,Account,critical
5972,There is a problem with Salesforce on the printer. Error: 0x80070005. Needs immediate attention.,Software,high
5973,I can't log into Database from my router. It returns FAIL-101. Needs immediate attention.,Other,high
5974,I can't log into Teams from my tablet. It returns NET-503.,Account,critical
5975,Active Directory fails to load on my printer showing FAIL-101. Occurs intermittently.,Hardware,high
5976,Active Directory fails to load on my printer showing FAIL-101. Please resolve soon.,Hardware,high
5977,I can't log into Outlook from my tablet. It returns NET-503. Kindly assist.,Network,critical
5978,I can't log into Active Directory from my laptop. It returns 0x80070005. Issue reported by user.,Software,high
5979,"I am unable to access Active Directory on my printer, it shows error ERR42.",Account,critical
5980,VPN fails to load on my server showing 0x80070005. Occurs intermittently.,Account,high
5981,Zoom keeps crashing on my server. Code TIMEOUT-22. Needs immediate attention.,Account,critical
5982,Email keeps crashing on my printer. Code ERR-9999. Kindly assist.,Account,critical
5983,"I am unable to access Active Directory on my tablet, it shows error NET-503.",Other,critical
5984,There is a problem with Active Directory on the desktop. Error: ERR42. Issue reported by user.,Other,high
5985,VPN keeps crashing on my printer. Code ERR-9999. Occurs intermittently.,Hardware,high
5986,Teams keeps crashing on my desktop. Code 0xC004F012. Occurs intermittently.,Account,high
5987,Teams keeps crashing on my mobile. Code AUTH-007. Needs immediate attention.,Other,medium
5988,My laptop stopped working when I tried to use Database. Error displayed: FAIL-101. Occurs intermittently.,Other,high
5989,My desktop stopped working when I tried to use Active Directory. Error displayed: ERR42. Issue reported by user.,Other,low
5990,My router stopped working when I tried to use Outlook. Error displayed: ERR42. Occurs intermittently.,Other,high
5991,There is a problem with Email on the mobile. Error: AUTH-007. Kindly assist.,Other,medium
5992,Zoom fails to load on my laptop showing ERR-9999. Please resolve soon.,Network,medium
5993,Teams fails to load on my laptop showing AUTH-007. Kindly assist.,Account,medium
5994,I can't log into Email from my server. It returns FAIL-101. Please resolve soon.,Software,high
5995,CRM Portal fails to load on my router showing 0x80070005. Needs immediate attention.,Account,high
5996,CRM Portal keeps crashing on my printer. Code ERR42. Needs immediate attention.,Account,medium
5997,Database fails to load on my desktop showing AUTH-007.,Hardware,medium
5998,Active Directory fails to load on my laptop showing TIMEOUT-22. Needs immediate attention.,Account,critical
5999,VPN keeps crashing on my laptop. Code ERR42. Needs immediate attention.,Account,medium
6000,My server stopped working when I tried to use Outlook. Error displayed: 0x80070005.,Hardware,high
6001,CRM Portal keeps crashing on my mobile. Code AUTH-007. Issue reported by user.,Hardware,medium
6002,"I am unable to access Active Directory on my laptop, it shows error ERR-9999. Kindly assist.",Account,high
6003,My desktop stopped working when I tried to use Salesforce. Error displayed: TIMEOUT-22. Occurs intermittently.,Other,critical
6004,Zoom fails to load on my printer showing ERR-9999. Issue reported by user.,Account,critical
6005,CRM Portal keeps crashing on my laptop. Code ERR-9999. Please resolve soon.,Other,high
6006,There is a problem with Teams on the printer. Error: FAIL-101. Needs immediate attention.,Network,high
6007,My desktop stopped working when I tried to use Active Directory. Error displayed: 0x80070005. Issue reported by user.,Hardware,high
6008,"I am unable to access Outlook on my mobile, it shows error AUTH-007. Kindly assist.",Other,medium
6009,"I am unable to access Email on my mobile, it shows error FAIL-101.",Network,high
6010,Email keeps crashing on my printer. Code ERR-9999. Needs immediate attention.,Network,high
6011,"I am unable to access Email on my router, it shows error 0x80070005. Needs immediate attention.",Software,high
6012,Zoom keeps crashing on my laptop. Code 0x80070005. Please resolve soon.,Other,high
6013,My server stopped working when I tried to use CRM Portal. Error displayed: NET-503.,Network,critical
6014,"I am unable to access WiFi on my router, it shows error TIMEOUT-22. Occurs intermittently.",Other,critical
6015,"I am unable to access Active Directory on my mobile, it shows error FAIL-101. Occurs intermittently.",Hardware,high
6016,There is a problem with WiFi on the server. Error: ERR42.,Account,high
6017,VPN fails to load on my printer showing FAIL-101. Issue reported by user.,Hardware,high
6018,My laptop stopped working when I tried to use Active Directory. Error displayed: ERR42. Occurs intermittently.,Network,critical
6019,Database keeps crashing on my router. Code 0x80070005. Please resolve soon.,Account,high
6020,I can't log into CRM Portal from my tablet. It returns 0xC004F012. Issue reported by user.,Account,high
6021,My printer stopped working when I tried to use CRM Portal. Error displayed: NET-503. Issue reported by user.,Network,critical
6022,There is a problem with Zoom on the printer. Error: ERR42. Needs immediate attention.,Hardware,low
6023,Database keeps crashing on my printer. Code ERR-9999. Occurs intermittently.,Other,medium
6024,I can't log into Database from my tablet. It returns TIMEOUT-22. Needs immediate attention.,Software,critical
6025,My printer stopped working when I tried to use Database. Error displayed: TIMEOUT-22. Occurs intermittently.,Software,critical
6026,I can't log into Zoom from my desktop. It returns TIMEOUT-22. Please resolve soon.,Network,critical
6027,Salesforce fails to load on my desktop showing AUTH-007. Needs immediate attention.,Other,medium
6028,My mobile stopped working when I tried to use VPN. Error displayed: TIMEOUT-22. Kindly assist.,Other,critical
6029,My server stopped working when I tried to use Salesforce. Error displayed: FAIL-101. Kindly assist.,Network,high
6030,There is a problem with Active Directory on the mobile. Error: 0x80070005. Needs immediate attention.,Account,high
6031,CRM Portal fails to load on my mobile showing TIMEOUT-22. Kindly assist.,Account,critical
6032,There is a problem with VPN on the desktop. Error: 0xC004F012. Needs immediate attention.,Other,high
6033,VPN fails to load on my mobile showing FAIL-101. Needs immediate attention.,Hardware,high
6034,I can't log into Salesforce from my router. It returns AUTH-007. Kindly assist.,Network,medium
6035,"I am unable to access Database on my desktop, it shows error NET-503. Issue reported by user.",Hardware,critical
6036,My laptop stopped working when I tried to use Email. Error displayed: ERR-9999. Kindly assist.,Other,low
6037,My router stopped working when I tried to use WiFi. Error displayed: NET-503. Kindly assist.,Hardware,critical
6038,Zoom keeps crashing on my printer. Code AUTH-007. Issue reported by user.,Account,medium
6039,"I am unable to access Database on my desktop, it shows error NET-503.",Hardware,critical
6040,There is a problem with WiFi on the desktop. Error: 0x80070005. Occurs intermittently.,Hardware,high
6041,Salesforce keeps crashing on my tablet. Code 0x80070005. Please resolve soon.,Account,high
6042,"I am unable to access Salesforce on my laptop, it shows error TIMEOUT-22. Kindly assist.",Account,critical
6043,There is a problem with WiFi on the router. Error: TIMEOUT-22.,Account,critical
6044,My server stopped working when I tried to use Teams. Error displayed: TIMEOUT-22. Kindly assist.,Account,critical
6045,Active Directory keeps crashing on my desktop. Code TIMEOUT-22. Needs immediate attention.,Other,critical
